name,description,styleUrl,icon-opacity,icon-color,icon-scale,icon-offset,icon-offset-units,icon,lon,lat,gx_media_links
Alga Biosciences,https://www.alga.bio/ | Algae-based feed supplement for ruminant methane emission reduction | Remote work options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.2916608,37.8534008,
Einride (Stockholm),"Autonomous, electrified freight mobility | https://www.einride.tech",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,18.0669744,59.3347788,
Einride (Goteborg),"Autonomous, electrified freight mobility",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,11.9497721,57.707746,
Einride (NY),"Autonomous, electrified freight mobility | https://www.einride.tech",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-73.9733559,40.7501668,
Einride (Austin),"Autonomous, electrified freight mobility | https://www.einride.tech",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-97.7431606,30.2686309,
GIST Impact (India),Environmental impact assessment,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,77.3406195,28.5413476,
GIST Impact (Switzerland),Environmental impact assessment,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,6.2393506,46.3857289,
Ruumi,"Financing Farmland Regeneration | Remote work options: Yes, Remote first",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,13.4699324,52.5161174,
1% for the Planet (US),,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-73.219838,44.46243,
1% for the Planet (France),,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,6.2111476,45.8705768,
The Nature Conservancy (WA),Non-profit addressing climate change through natural solutions | https://www.nature.org/en-us/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.34991,47.6139153,
World Centric (HQ),Compostable packaging | Remote work options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.679251,38.323317,
World Centric (Warehouse),Compostable packaging | Remote work options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.1677105,37.6986416,
World Resources Institute (UK),"Global non-profit advancing sustainability, including initiatives for monitoring, data analysis, and risk assessment, including global and open source projects | https://www.wri.org/",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.1435609,51.4931108,
World Resources Insitute (NL),"Global non-profit advancing sustainability, including initiatives for monitoring, data analysis, and risk assessment, including global and open source projects | https://www.wri.org/",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,4.3296883,52.0848575,
Origin Materials (HQ),Sustainable Materials,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-121.5690205,38.5883165,
Origin Materials,Sustainable materials,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-82.3412744,42.9764666,
Savanna Institute (WI),Advocacy of agroforestry | https://www.savannainstitute.org,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-89.9774,43.2038438,
Savanna Institute (IL),Advocacy of agroforestry | https://www.savannainstitute.org,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-88.2089134,40.0980979,
Notpla Limited,Sustainable plastic substitutes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.0224065,51.5431663,
Carbonfuture (Breisgau),,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,7.8449242,48.0143974,
Modular Science,Automation for Sustainable Agriculture | https://www.modularscience.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.4172771,37.7540722,
Carbo Culture (US),Biochar | https://carboculture.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-117.8596917,34.0118738,
Carbo Culture (Finland),biochar | https://carboculture.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,24.9265876,60.1618211,
Terawatt Infrastructure,Fleet EV charging | https://climatebase.org/company/1131553/terawatt-infrastructure,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.3993287,37.7898659,
Skyven Technologies (TX),https://skyven.co/ | Decarbonized Industrial Heat,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-96.7098512,32.962776,
Skyven Technologies (CA),https://skyven.co/ | Decarbonized Industrial Heat,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-119.7357196,36.815383,
Tangible Materials,Sustainable Building | https://tangiblematerials.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.4937994,37.7523065,
Applied Carbon,Carbon capture by mobile pyrolysis | https://www.appliedcarbon.com/ | Formerly Climate Robotics,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-95.5263236,29.9311546,
Lumo.ag,Controlled irrigation | https://lumo.ag/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.7155957,38.4417158,
Sweep.net (Paris),Remote-first | https://www.sweep.net | Carbon emissions tracking for businesses,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2.3380063,48.8735932,
Sweep.net (London),Remote-first | https://www.sweep.net | Carbon emissions tracking for businesses,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.1150753,51.5124516,
Sweep.net (Montpellier),Remote-first | https://www.sweep.net | Carbon emissions tracking for businesses,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,3.8920934,43.6099346,
Grow Indigo (Madhya Pradesh),Sustainable agriculture | https://www.growindigo.co.in/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,75.908294,22.786535,
Grow Indigo (Maharashtra),Sustainable agriculture | https://www.growindigo.co.in/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,75.7932656,19.8690375,
Climate Connect Digital (UK),https://climateconnect.digital | Carbon emissions tracking software | Remote options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.2260539,51.4948744,
Climate Connect Digital (Gurugram),https://climateconnect.digital | Carbon emissions tracking software | Remote options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,77.0947785,28.4476911,
Climate Connect Digital (Pune),https://climateconnect.digital | Carbon emissions tracking software | Remote options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,73.75259,18.5910721,
RaptorMaps,Solar Analytics software | https://raptormaps.com/ | Remote-first | ,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-71.1030003,42.3814541,
Climate Action Reserve,Carbon offset registry | https://www.climateactionreserve.org/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-118.2595813,34.0489508,
Audette,"Building decarbonization planning software |  https://audette.io/ | Remote work options: Yes, in Canada",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-123.3694195,48.4271185,
Silicon Ranch,"Solar farm owners and project developers | https://www.siliconranch.com | Remote work options: Yes | Potential opportunities in GA, MI and CO",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-86.7732024,36.1593363,
Cirba Solutions,,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-83.5658798,42.5244026,
Qvantum Industries AB,,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,12.9229368,56.1230834,
Aerones (US),Wind turbine maintenance robotics services | https://aerones.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-121.8923255,37.3378167,
Aerones (EU),Wind turbine maintenance robotics services | https://aerones.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,24.1648325,56.9409879,
Exeger Sweden AB,,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,18.0705242,59.3514538,
EnginZyme,,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,18.023058,59.3463424,
Liberation Labs,Alternative proteins by precision fermentation | https://liberationlabs.com/ |,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-74.0117909,40.7043392,
Open Solar,https://www.opensolar.com/ | Solar design and proposal software,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,151.1978878,-33.885112,
AirCarbon Exchange,Carbon trading exchange,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,103.8398737,1.3011673,
IEQSY,Energy efficiency optimization | https://www.ieqsy.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-3.6861212,40.429493,
Concretene,Concrete alternatives | https://www.nationwideengineering.co.uk/concretene/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-1.759406,51.1750436,
Automotus,,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-118.2520688,34.0460657,
Zaphiro Technologies SA,smart grid IoT software platform |,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,6.5922693,46.5320985,
FairSupply,ESG data provider and consulting company | https://fairsupply.com.au/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,144.9630496,-37.8138605,
ElectricPe,EV charging platform,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,77.7109002,12.9768778,
Samara,https://www.samara.energy/ | residential solar,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-3.6800324,40.437745,
Beni,https://www.joinbeni.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-119.6980489,34.4223167,
Suryanesia,Residential solar installation | https://suryanesia.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,106.8145704,-6.1663941,
Voltiris,https://voltiris.com/ | Solar for greenhouses,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,6.6461046,46.5316158,
AlterPacks,Food waste-based products | https://alterpacks.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,103.7673682,1.3437471,
Eco-Movement,EV charging,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,5.1066148,52.0879806,
Lithos Energy,Lithium Ion battery manufacturing | https://lithosenergy.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.4972511,37.9511458,
Ecozen (Pune),Produce and water management through solar powered cold storage and software | https://www.ecozensolutions.com/careers,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,73.7688135,18.5610147,
Ecozen (Raipur),Produce and water management through solar powered cold storage and software | https://www.ecozensolutions.com/careers,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,81.6850495,21.2301284,
Cemvita Factory (Houston),CO2 utilization platform | https://www.cemvita.com/careers,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-95.4134471,29.6689153,
Cemvita Factory (CO),Golden Scale-up Facility | CO2 utilization platform | https://www.cemvita.com/careers,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-105.1732309,39.8034514,
Understanding Ag,Regenerative Agriculture | https://understandingag.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-85.7316891,34.4793624,
Euclid Power,solar power management | https://www.euclidpower.com/ | Remote work options: yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-73.967466,40.6844589,
DMC Biotechnologies (CO),Sustainable bio-based chemicals | https://dmcbio.com/ | Remote options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-105.2269054,40.0233193,
DMC Biotechnologies (NC),Sustainable bio-based chemicals | https://dmcbio.com/ | Remote options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-78.8592315,35.9025746,
AMP Robotics (HQ),AI and robotics for waste mgmt and recycling | Remote work options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-105.1146069,39.971592,
BP Pulse (formerly AMPLY Power),https://bppulsefleet.com/ | EV fleet charging management | Remote work options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.05874,37.3964246,
Additional Ventures,"Climate action funding | Remote work options: Yes, remote first | https://www.additionalventures.org/initiatives/climate-action/",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.1622981,37.4468915,
Advanced Ionics,Electrolyzers for green hydrogen,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-87.9477251,43.0932201,
Allume Energy,multihousing roof solar | https://allumeenergy.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,144.9987497,-37.8131881,
Amber Kinetics (HQ US),Flywheel energy storage | https://amberkinetics.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.0467833,37.5967269,
Amber Kinetics (Philippines),Flywheel energy storage | https://amberkinetics.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,121.1329567,14.1333262,
Amber Kinetics (Australia),Flywheel energy storage | https://amberkinetics.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,115.757196,-32.0220593,
"King Energy (HQ, CO)",Energy solutions for multi-tenant bldgs | https://www.kingenergy.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-107.8814351,37.2728243,
